1,Myriel,-75.3435,-195.15155,165.00536
2,Napoleon,-172.38493,-147.06683,9.314445
3,MlleBaptistine,-43.939262,-205.66254,216.73596
4,MmeMagloire,-39.680935,-224.28589,192.04976
5,CountessDeLo,-175.62773,-137.34547,120.71415
6,Geborand,-173.07558,-187.1031,41.34822
7,Champtercier,-172.50415,-105.37279,76.14578
8,Cravatte,-180.0881,-193.65265,97.26046
9,Count,-121.68388,-159.87054,91.84611
10,OldMan,-162.24011,-97.01494,25.111843
11,Labarre,148.23276,-199.71347,203.26778
12,Valjean,101.86752,-282.85712,355.03738
13,Marguerite,-86.93715,-187.54678,484.62924
14,MmeDeR,152.44713,-142.14551,207.00706
15,Isabeau,73.680145,-143.62868,191.4581
16,Gervais,34.554085,-273.9169,175.30402
17,Tholomyes,-105.074196,-158.29471,655.9987
18,Listolier,-126.66138,-113.42435,705.41223
19,Fameuil,-149.0115,-154.83818,707.2531
20,Blacheville,-174.50938,-114.68056,695.7662
21,Favourite,-172.40257,-118.42375,647.7697
22,Dahlia,-163.1114,-159.07948,660.55145
23,Zephine,-130.18178,-105.82901,657.74927
24,Fantine,-56.048553,-192.75873,559.25
25,MmeThenardier,39.193398,-385.4508,394.49362
26,Thenardier,68.10453,-430.4936,419.24695
27,Cosette,153.56883,-331.73663,337.83612
28,Javert,113.08348,-324.5638,440.825
29,Fauchelevent,42.064617,-212.45444,333.08224
30,Bamatabois,87.470215,-54.055454,395.8927
31,Perpetue,-55.509434,-102.24731,519.0197
32,Simplice,2.70702,-185.16185,475.9026
33,Scaufflaire,77.58799,-198.97888,157.0252
34,Woman1,118.5009,-209.61436,449.97226
35,Judge,134.04507,-57.641346,331.70157
36,Champmathieu,88.61884,-50.512817,322.7556
37,Brevet,122.824615,-6.1299944,288.38895
38,Chenildieu,95.904755,11.781164,333.51672
39,Cochepaille,151.72148,-9.018515,343.23288
40,Pontmercy,92.69672,-519.33246,153.42676
41,Boulatruelle,-113.77408,-549.23627,437.3972
42,Eponine,132.45732,-525.75586,376.7592
43,Anzelma,20.156279,-529.9514,358.9008
44,Woman2,20.512796,-285.07864,323.801
45,MotherInnocent,11.812791,-172.65408,305.48102
46,Gribier,-32.62815,-143.33594,307.7653
47,Jondrette,611.9277,-748.299,591.58905
48,MmeBurgon,512.008,-666.735,521.44073
49,Gavroche,365.72025,-535.01886,407.12234
50,Gillenormand,199.53793,-375.1291,265.25903
51,Magnon,34.5778,-447.2869,219.33228
52,MlleGillenormand,192.80692,-368.67975,220.5689
53,MmePontmercy,114.637665,-499.47363,48.95488
54,MlleVaubois,208.572,-371.88486,41.216972
55,LtGillenormand,217.9287,-336.18146,161.99889
56,Marius,233.61513,-396.12766,326.02966
57,BaronessT,255.1706,-400.0309,130.94144
58,Mabeuf,414.07565,-618.7613,281.57742
59,Enjolras,354.84546,-454.43765,350.61307
60,Combeferre,398.60062,-490.03458,357.19717
61,Prouvaire,489.37662,-473.38074,289.94797
62,Feuilly,434.84583,-502.6282,291.58514
63,Courfeyrac,378.12476,-493.16895,318.57513
64,Bahorel,441.80847,-546.00665,340.8399
65,Bossuet,415.1336,-454.18408,330.01617
66,Joly,457.73978,-489.63654,356.0197
67,Grantaire,532.4865,-478.1297,348.5459
68,MotherPlutarch,448.54117,-689.2546,246.91264
69,Gueulemer,46.12406,-505.01166,503.18
70,Babet,88.92183,-493.9347,476.0346
71,Claquesous,34.577034,-519.60425,448.4379
72,Montparnasse,105.33206,-542.58,539.6996
73,Toussaint,195.30736,-230.638,409.71808
74,Child1,427.60687,-667.09863,481.46848
75,Child2,431.92667,-642.50507,505.63702
76,Brujon,75.85074,-577.5599,482.7649
77,MmeHucheloup,566.93384,-562.3061,368.16498
